start_station,end_station,count
Norsk Folkemuseum,Bjoelsendumpa,4
Norsk Folkemuseum,Sofienbergparken soer,4
Norsk Folkemuseum,Hausmanns bru,4
Norsk Folkemuseum,Ullevaal sykehus,4
Norsk Folkemuseum,Majorstuen T-bane,4
Norsk Folkemuseum,Trelastgata,4
Norsk Folkemuseum,Dyvekes bru,4
Norsk Folkemuseum,Colletts gate,4
Norsk Folkemuseum,Sinsen T-bane,4
Norsk Folkemuseum,Torshovdalen oest,4
Norsk Folkemuseum,Pilestredet 63,4
Bjoelsendumpa,Borgenveien,4
Bjoelsendumpa,Ulven Torg,4
Bjoelsendumpa,Monolittveien,4
Bjoelsendumpa,Grenseveien,4
Bjoelsendumpa,Rolf Wickstroems vei,4
Alexander Kiellands Plass,Kvaernerveien,4
Alexander Kiellands Plass,Ullevaalsalléen,4
Alexander Kiellands Plass,Majorstuen T-bane,4
Alexander Kiellands Plass,Taasenloekka,4
Alexander Kiellands Plass,Hasle,4
St. Hanshaugen,Gunerius,4
St. Hanshaugen,Pilestredet Studenthus,4
St. Hanshaugen,Hans Nielsen Hauges plass,4
St. Hanshaugen,Frogner Tennisklubb,4
St. Hanshaugen,Uelands gate,4
St. Hanshaugen,Majorstuveien,4
St. Hanshaugen,Torshovparken vest,4
St. Hanshaugen,Sirkustomta,4
St. Hanshaugen,Marienlystparken,4
St. Hanshaugen,Kjeld Stubs gate,4
St. Hanshaugen,Soervest for Slottsparken,4
St. Hanshaugen,Thereses gate,4
St. Hanshaugen,Griffenfeldts gate,4
St. Hanshaugen,Sinsen T-bane,4
St. Hanshaugen,Hasle,4
Schous plass,Loerenporten,4
Schous plass,Loerenveien,4
Schous plass,Bjoelsendumpa,4
Schous plass,Kirkeveien,4
Schous plass,Froeen T-bane,4
Schous plass,Meltzers gate,4
Schous plass,Idioten,4
Birkelunden,Loerenporten,4
Birkelunden,Kirkeveien,4
Birkelunden,Froeen T-bane,4
Birkelunden,Rolf Wickstroems vei,4
Adamstuen,Stjerneplassen,4
Adamstuen,Sogn Studentby,4
Adamstuen,Toeyenparken,4
Adamstuen,Groenlands torg,4
Adamstuen,Hans Nielsen Hauges plass,4
Adamstuen,Gimle Kino,4
Adamstuen,Fram-gaarden,4
Adamstuen,Torshovparken vest,4
Adamstuen,Sirkustomta,4
Adamstuen,Taasenloekka,4
Adamstuen,Frognerveien,4
Adamstuen,Jordalgata,4
Adamstuen,Galgeberg,4
Adamstuen,Meltzers gate,4
Adamstuen,Torshovdalen oest,4
Adamstuen,Oslo Hospital,4
Gimle Kino,Borgenveien,4
Gimle Kino,Nybrua holdeplass,4
Gimle Kino,Sagene bussholdeplass,4
Gimle Kino,St. Hanshaugen park nord,4
Gimle Kino,Sommerfrydhagen,4
Gimle Kino,Carl Berners plass nord,4
Gimle Kino,Botanisk Hage vest,4
Gimle Kino,Mandalls gate,4
Gimle Kino,Thereses gate,4
Gimle Kino,Griffenfeldts gate,4
Gimle Kino,Idioten,4
Gimle Kino,Bak Niels Treschows hus soer,4
Gimle Kino,Torshovdalen oest,4
Gimle Kino,Hallénparken,4
Briskeby,Bjoelsen Studentby,4
Briskeby,John Colletts plass,4
Briskeby,St. Hanshaugen,4
Briskeby,Furulund,4
Briskeby,Sofienbergparken soer,4
Briskeby,Arendalsgata,4
Briskeby,Mandalls gate,4
Briskeby,Sognsveien,4
Briskeby,Galgeberg,4
Briskeby,Badebakken,4
Briskeby,Bjoelsen moelle,4
Briskeby,Bak Niels Treschows hus soer,4
Briskeby,Torshovdalen oest,4
Olav Kyrres plass,Rostockgata,4
Olav Kyrres plass,Groenlands torg,4
Olav Kyrres plass,Arkitekt Rivertz Plass,4
Olav Kyrres plass,Soendre gate,4
Olav Kyrres plass,Frogner Tennisklubb,4
Olav Kyrres plass,OsloMet,4
Olav Kyrres plass,Toeyen skole,4
Olav Kyrres plass,Jernbanetorget,4
Olav Kyrres plass,Ullevaalsveien,4
Olav Kyrres plass,Skraaninga,4
Olav Kyrres plass,Pilestredet,4
Olav Kyrres plass,Jordalgata,4
Olav Kyrres plass,Fred Olsens gate,4
Olav Kyrres plass,Salt,4
Thune,Klingenberggata,4
Thune,Elgsletta,4
Thune,Hans Nielsen Hauges plass,4
Thune,Trondheimsveien,4
Thune,Studentparlamentet,4
Thune,Diakonhjemmet,4
Thune,Arkaden Soer,4
Thune,Linaaes gate,4
Thune,Botanisk hage soer-vest,4
Thune,Dronningens gate,4
Thune,Hammersborg Torg,4
Spikersuppa Vest,Borgenveien,4
Spikersuppa Vest,Arkitekt Rivertz Plass,4
Spikersuppa Vest,Furulund,4
Spikersuppa Vest,Monolittveien,4
Spikersuppa Vest,Thereses gate,4
Spikersuppa Vest,Kirkeveien,4
Spikersuppa Vest,Majorstua skole,4
Spikersuppa Vest,Kampen park oest,4
Spikersuppa Vest,Torshovdalen oest,4
Spikersuppa Vest,Hallénparken,4
Chr. Michelsens Gate,Domus Athletica,4
Chr. Michelsens Gate,Fram-gaarden,4
Chr. Michelsens Gate,Frognerstranda,4
Chr. Michelsens Gate,Valkyrieplassen,4
Chr. Michelsens Gate,Majorstuveien,4
Chr. Michelsens Gate,Fysikkbygningen,4
Chr. Michelsens Gate,Henrik Ibsens gate,4
Chr. Michelsens Gate,Sognsveien,4
Chr. Michelsens Gate,Meltzers gate,4
Chr. Michelsens Gate,Badebakken,4
Chr. Michelsens Gate,7. juni-plassen,4
Chr. Michelsens Gate,Hydroparken,4
St. Hanshaugen park soer,Uelands gate,4
St. Hanshaugen park soer,Norsk Folkemuseum,4
St. Hanshaugen park soer,Brugata,4
St. Hanshaugen park soer,Forskningsveien,4
St. Hanshaugen park soer,Kampen park oest,4
St. Hanshaugen park soer,Rolf Wickstroems vei,4
St. Hanshaugen park soer,Stockfleths gate,4
St. Hanshaugen park soer,Oslo Hospital,4
Ila,Sogn Studentby,4
Ila,Tannlegehoeyskolen,4
Ila,Gimle Kino,4
Ila,Olav Kyrres plass,4
Ila,Vippetangen oest,4
Ila,Kvaernerbyen,4
Ila,Trondheimsveien,4
Ila,Botanisk Hage vest,4
Ila,Majorstuen T-bane,4
Ila,Idioten,4
Ila,Dyvekes bru,4
Ila,Sotahjoernet,4
Ila,Hasle,4
Lindern,Klingenberggata,4
Lindern,Kjeld Stubs gate,4
Lindern,Soervest for Slottsparken,4
Lindern,Trelastgata,4
Lindern,Skraaninga,4
Fram-gaarden,Blindern T-Bane,4
Fram-gaarden,Arkitekt Rivertz Plass,4
Fram-gaarden,Pilestredet Studenthus,4
Fram-gaarden,St. Hanshaugen park vest,4
Fram-gaarden,Storo Storsenter,4
Fram-gaarden,Toeyen skole,4
Fram-gaarden,St. Hanshaugen,4
Fram-gaarden,Sommerfrydhagen,4
Fram-gaarden,Fagerheimgata,4
Fram-gaarden,Majorstuen T-bane,4
Fram-gaarden,Taasen Senter,4
Fram-gaarden,Froeen T-bane,4
Fram-gaarden,Georg Morgenstiernes hus,4
Fram-gaarden,Riddervoldplass,4
Fram-gaarden,Lodalen busstopp,4
Vestkanttorvet,Stortingstunellen,4
Vestkanttorvet,Stjerneplassen,4
Vestkanttorvet,Elgsletta,4
Vestkanttorvet,Arkitekt Rivertz Plass,4
Vestkanttorvet,St. Hanshaugen,4
Vestkanttorvet,Blindern Studenthus,4
Vestkanttorvet,Carl Berners plass nord,4
Vestkanttorvet,Krebs' gate,4
Vestkanttorvet,Myraloekka oest,4
Vestkanttorvet,Thereses gate,4
Vestkanttorvet,Froeen T-bane,4
Vestkanttorvet,Jordalgata,4
Vestkanttorvet,Hallénparken,4
Sentrum Scene,oekern Portal,4
Sentrum Scene,Olav Kyrres plass,4
Sentrum Scene,Marienlystparken,4
Sentrum Scene,Tordenskiolds gate,4
Sentrum Scene,Sinsen T-bane,4
BI Nydalen,Stortingstunellen,4
BI Nydalen,Via Vika,4
BI Nydalen,Maritimt Museum,4
BI Nydalen,Friggfeltet,4
BI Nydalen,Tordenskiolds gate,4
BI Nydalen,Schives gate,4
Moelleparken,Loerenporten,4
Moelleparken,Sjoelyst,4
Moelleparken,Frognerstranda,4
Moelleparken,Hasle,4
Lakkegata,Via Vika,4
Lakkegata,Aker Brygge 3 mot Fergene,4
Lakkegata,Chr. Michelsens Gate,4
Lakkegata,Ila,4
Lakkegata,Lindern,4
Lakkegata,Frogner Stadion,4
Lakkegata,Valkyrieplassen,4
Lakkegata,Studentparlamentet,4
Lakkegata,St. Hanshaugen park nord,4
Lakkegata,Torshovparken vest,4
Lakkegata,Pilestredet,4
Lakkegata,Hallings gate,4
Lakkegata,Riddervoldplass,4
Lakkegata,Torshovdalen oest,4
Vippetangen oest,Frognerbadet,4
Vippetangen oest,Carl Berners plass soer,4
Vippetangen oest,Thune,4
Vippetangen oest,Myraloekka oest,4
Vippetangen oest,Nedre Slottsgate,4
Vippetangen oest,Skoeyen Stasjon,4
Vippetangen oest,Bygdoey allé,4
Vulkan,Blindern studentparkering,4
Vulkan,Nydalen,4
Vulkan,Friggfeltet,4
Vulkan,Fyrstikktorget,4
Vulkan,Skoeyen Stasjon,4
Sjoesiden ved trappen,Colosseum Kino,4
Sjoesiden ved trappen,Nedre Slottsgate,4
Sjoesiden ved trappen,Forskningsveien,4
Sjoesiden ved trappen,Grenseveien,4
Sjoesiden ved trappen,Bjoelsen moelle,4
Sjoesiden ved trappen,Stockfleths gate,4
Sjoesiden ved trappen,Colletts gate,4
Sjoesiden ved trappen,Drammensveien,4
Sjoesiden ved trappen,Skoeyen Stasjon,4
AHO,oekern Portal,4
AHO,Ulven Torg,4
AHO,Ullevaalsalléen,4
AHO,Boekkerveien,4
AHO,Skarpsnoparken,4
AHO,Rolf Wickstroems vei,4
AHO,Skoeyen Stasjon,4
Sjoelyst,Stortingstunellen,4
Sjoelyst,Via Vika,4
Sjoelyst,St. Hanshaugen park vest,4
Sjoelyst,Ringnes Park,4
Sjoelyst,Sentrum Scene,4
Sjoelyst,Moelleparken,4
Sjoelyst,Lakkegata,4
Sjoelyst,Valkyrieplassen,4
Sjoelyst,Hausmanns gate,4
Sjoelyst,Bjoelsen moelle,4
Sjoelyst,Sinsen T-bane,4
Bislett Stadion,Borgenveien,4
Bislett Stadion,Tiedemannsparken,4
Bislett Stadion,Hasle Torg,4
Bislett Stadion,Furulund,4
Bislett Stadion,Gaustad T-bane,4
Bislett Stadion,Rolf Wickstroems vei,4
Kvaernerbyen,Huk 2,4
Kvaernerbyen,oekern T-bane,4
Kvaernerbyen,Arkitekt Rivertz Plass,4
Kvaernerbyen,Loerenveien,4
Kvaernerbyen,Marienlystparken,4
Kvaernerbyen,Hoff terrasse holdeplass,4
Kvaernerbyen,Frognerveien,4
Kvaernerbyen,Badebakken,4
Kvaernerbyen,Kampen park oest,4
Oslo Plaza,Klingenberggata,4
Oslo Plaza,Huk 2,4
Oslo Plaza,Skovveien,4
Oslo Plaza,Uelands gate,4
Oslo Plaza,Vestkanttorvet,4
Oslo Plaza,Sjoelyst,4
Oslo Plaza,Elisenberg,4
Oslo Plaza,Brynseng T-bane,4
Oslo Plaza,Soervest for Slottsparken,4
Oslo Plaza,Skoeyen,4
Oslo Plaza,Tordenskiolds gate,4
Oslo Plaza,Sognsveien,4
Oslo Plaza,Riddervoldplass,4
Oslo Plaza,Meltzers gate,4
Oslo Plaza,Schives gate,4
Oslo Plaza,Torshovdalen oest,4
Ruseloekkgaarden,Gunerius,4
Ruseloekkgaarden,Via Vika,4
Ruseloekkgaarden,Frogner Tennisklubb,4
Ruseloekkgaarden,Ullevaalsalléen,4
Ruseloekkgaarden,Hausmanns bru,4
Ruseloekkgaarden,Brugata,4
Ruseloekkgaarden,Fagerheimgata,4
Ruseloekkgaarden,Biskop Gunnerus' gate,4
Ruseloekkgaarden,Fyrstikktorget,4
Ruseloekkgaarden,Koebenhavngata busstopp,4
Ruseloekkgaarden,Grenseveien,4
Elisenberg,Elgsletta,4
Elisenberg,Bjoelsendumpa,4
Elisenberg,Trelastgata,4
Elisenberg,Mailundveien,4
Elisenberg,Sinsen T-bane,4
Elisenberg,Daelenenggata,4
Elisenberg,Hallénparken,4
Elisenberg,Enerhaugen,4
Suhms gate,Klingenberggata,4
Suhms gate,Aker Brygge 3 mot Fergene,4
Suhms gate,Toeyenparken,4
Suhms gate,St. Hanshaugen park vest,4
Suhms gate,Frogner Tennisklubb,4
Suhms gate,Uelands gate,4
Suhms gate,Lakkegata,4
Suhms gate,Finnmarksgata,4
Suhms gate,Trelastgata,4
Suhms gate,Mailundveien,4
Suhms gate,Rolf Wickstroems vei,4
Suhms gate,Schives gate,4
Suhms gate,Hasle,4
Vippetangen vest,Domus Athletica,4
Vippetangen vest,Sagene bussholdeplass,4
Vippetangen vest,St. Hanshaugen,4
Vippetangen vest,Jenny Braatens Plass,4
Vippetangen vest,Arendalsgata,4
Vippetangen vest,Brugata,4
Vippetangen vest,Brynseng T-bane,4
Vippetangen vest,Jordalgata,4
Vippetangen vest,Riddervoldplass,4
Vippetangen vest,Majorstua skole,4
Vippetangen vest,Drammensveien,4
Frogner Stadion,Toeyen skole,4
Frogner Stadion,John Colletts plass,4
Frogner Stadion,Bjoelsendumpa,4
Frogner Stadion,Vippetangen oest,4
Frogner Stadion,Kjeld Stubs gate,4
Frogner Stadion,Finnmarksgata,4
Frogner Stadion,Botanisk hage soer-vest,4
Frogner Stadion,Galgeberg,4
Frogner Stadion,Dyvekes bru,4
Frogner Stadion,Jarlsborgveien,4
Frogner Stadion,Munkedamsveien,4
Furulund,Akerselvallmenningen,4
Furulund,Colosseum Kino,4
Furulund,Groenlands torg,4
Furulund,Vaar Frelsers gravlund,4
Furulund,Soendre gate,4
Furulund,St. Hanshaugen park vest,4
Furulund,Jakob kirke,4
Furulund,Gimle Kino,4
Furulund,BI Nydalen,4
Furulund,Ruseloekkgaarden,4
Furulund,Ullevaalsveien,4
Furulund,Colbjoernsens gate,4
Furulund,Oscars gate,4
Furulund,Dronningens gate,4
Furulund,Arkaden Nord,4
Furulund,Henrik Wergelands allé,4
Furulund,Skarpsnoparken,4
Furulund,Salt,4
Sofienbergparken soer,Frognerbadet,4
Sofienbergparken soer,Tannlegehoeyskolen,4
Sofienbergparken soer,Marienlystparken,4
Sofienbergparken soer,Skarpsnoparken,4
Sofienbergparken soer,Bak Niels Treschows hus nord,4
Frognerstranda,Arkitekt Rivertz Plass,4
Frognerstranda,Frogner Tennisklubb,4
Frognerstranda,Storo Storsenter,4
Frognerstranda,Landstads gate,4
Frognerstranda,St. Hanshaugen,4
Frognerstranda,Ila,4
Frognerstranda,Moelleparken,4
Frognerstranda,Jenny Braatens Plass,4
Frognerstranda,Krebs' gate,4
Frognerstranda,Sofienberggata,4
Frognerstranda,Myraloekka oest,4
Frognerstranda,Lilleborgbanen,4
Frognerstranda,Botanisk hage soer-vest,4
Frognerstranda,Jordalgata,4
Frognerstranda,Lodalen busstopp,4
Trondheimsveien,oekern Portal,4
Trondheimsveien,Blindern T-Bane,4
Trondheimsveien,Parkveien,4
Trondheimsveien,Adamstuen,4
Trondheimsveien,Ullevaal sykehus,4
Trondheimsveien,Ensjoe T-bane,4
Trondheimsveien,Boekkerveien,4
Trondheimsveien,Ullevaalsveien,4
Trondheimsveien,Griffenfeldts gate,4
Trondheimsveien,Henrik Wergelands allé,4
Jenny Braatens Plass,Kvaernerveien,4
Jenny Braatens Plass,Loerenporten,4
Jenny Braatens Plass,Klingenberggata,4
Jenny Braatens Plass,Ulven Torg,4
Jenny Braatens Plass,Via Vika,4
Jenny Braatens Plass,Skovveien,4
Jenny Braatens Plass,Vippetangen oest,4
Jenny Braatens Plass,Ruseloekkgaarden,4
Jenny Braatens Plass,Vippetangen vest,4
Jenny Braatens Plass,Frognerstranda,4
Jenny Braatens Plass,Blindern studentparkering,4
Jenny Braatens Plass,Dronningens gate,4
Jenny Braatens Plass,Huk 1,4
Jenny Braatens Plass,Drammensveien,4
Valkyrieplassen,Elgsletta,4
Valkyrieplassen,Storo Storsenter,4
Valkyrieplassen,Furulund,4
Valkyrieplassen,Hausmanns bru,4
Valkyrieplassen,Carl Berners plass nord,4
Valkyrieplassen,Botanisk Hage vest,4
Valkyrieplassen,Jens Bjelkes Gate,4
Valkyrieplassen,Majorstuen T-bane,4
Valkyrieplassen,Arkaden Soer,4
Valkyrieplassen,Tordenskiolds gate,4
Valkyrieplassen,Dronningens gate,4
Botanisk Hage soer,Oslo Handelsgymnasium,4
Botanisk Hage soer,Adamstuen,4
Botanisk Hage soer,Lindern,4
Botanisk Hage soer,Valkyrieplassen,4
Botanisk Hage soer,Kirkeveien,4
Botanisk Hage soer,Meltzers gate,4
Botanisk Hage soer,Majorstua skole,4
Botanisk Hage soer,Lodalen busstopp,4
Vaalerenga,Kvaernerveien,4
Vaalerenga,Aker Brygge 3 mot Fergene,4
Vaalerenga,BI Nydalen,4
Vaalerenga,Fagerheimgata,4
Vaalerenga,Boekkerveien,4
Vaalerenga,Biskop Gunnerus' gate,4
Vaalerenga,Pilestredet,4
Vaalerenga,Frogner plass,4
Vaalerenga,oekernveien,4
Vaalerenga,Bjerregaardsgate oest,4
Vaalerenga,Hasle,4
Stensparken,Uelands gate,4
Stensparken,Lille Schous plass,4
Stensparken,Vippetangen oest,4
Stensparken,Furulund,4
Schous plass trikkestopp,Olav Kyrres plass,4
Schous plass trikkestopp,Brynseng T-bane,4
Schous plass trikkestopp,Forskningsveien,4
Schous plass trikkestopp,Skoeyen,4
Schous plass trikkestopp,Meltzers gate,4
Schous plass trikkestopp,Grenseveien,4
Schous plass trikkestopp,Badebakken,4
Schous plass trikkestopp,Idioten,4
Sukkerbiten,Loerenporten,4
Sukkerbiten,Colosseum Kino,4
Sukkerbiten,Tannlegehoeyskolen,4
Sukkerbiten,Ullevaalsalléen,4
Sukkerbiten,Monolittveien,4
Sukkerbiten,Gaustad T-bane,4
Sukkerbiten,Froeen T-bane,4
Sukkerbiten,Georg Morgenstiernes hus,4
Sukkerbiten,Jarlsborgveien,4
Sukkerbiten,Colletts gate,4
Sukkerbiten,Drammensveien,4
Sukkerbiten,Hasle,4
Bjoervika,Frogner Tennisklubb,4
Bjoervika,Uelands gate,4
Bjoervika,Frognerbadet,4
Bjoervika,Marienlystparken,4
Bjoervika,Volvat,4
Bjoervika,Biskop Gunnerus' gate,4
Bjoervika,Monolittveien,4
Bjoervika,Ensjoeveien,4
Bjoervika,Torshovdalen oest,4
Ullevaalsalléen,Aker Brygge,4
Ullevaalsalléen,Hesselbergs Gate,4
Ullevaalsalléen,Kontraskjaeret,4
Ullevaalsalléen,Fram-gaarden,4
Ullevaalsalléen,Ruseloekkgaarden,4
Ullevaalsalléen,Valkyrieplassen,4
Ullevaalsalléen,St. Hanshaugen park nord,4
Ullevaalsalléen,Torggata,4
Ullevaalsalléen,Fagerheimgata,4
Ullevaalsalléen,Skraaninga,4
Ullevaalsalléen,Pilestredet,4
Ullevaalsalléen,Akersgata,4
Ullevaalsalléen,Slottsparken oest,4
Ullevaalsalléen,Nordre gate,4
Ullevaalsalléen,Bjoelsen moelle,4
Ullevaalsalléen,Daelenenggata,4
Ullevaalsalléen,Hallénparken,4
Skillebekk,Borgenveien,4
Skillebekk,Domus Athletica,4
Skillebekk,Elgsletta,4
Skillebekk,Landstads gate,4
Skillebekk,St. Hanshaugen park soer,4
Skillebekk,Jenny Braatens Plass,4
Skillebekk,Hausmanns gate,4
Skillebekk,Sommerfrydhagen,4
Skillebekk,Blindern Studenthus,4
Skillebekk,Nedre Slottsgate,4
Skillebekk,Thereses gate,4
Studentparlamentet,Blindern T-Bane,4
Studentparlamentet,Hasle Torg,4
Studentparlamentet,Sirkustomta,4
Studentparlamentet,Myraloekka oest,4
Studentparlamentet,Taasen Senter,4
Studentparlamentet,Riddervoldplass,4
Studentparlamentet,Grenseveien,4
Studentparlamentet,Rolf Wickstroems vei,4
St. Hanshaugen park nord,Huk 2,4
St. Hanshaugen park nord,Vestre Aker Kirke,4
St. Hanshaugen park nord,Loerenveien,4
St. Hanshaugen park nord,Sinsenveien,4
St. Hanshaugen park nord,Sjoelyst,4
St. Hanshaugen park nord,Frognerstranda,4
St. Hanshaugen park nord,Marienlyst,4
St. Hanshaugen park nord,Brugata,4
St. Hanshaugen park nord,Sirkustomta,4
St. Hanshaugen park nord,Majorstuen T-bane,4
St. Hanshaugen park nord,Soervest for Slottsparken,4
St. Hanshaugen park nord,Forskningsveien,4
St. Hanshaugen park nord,Over Raadhusgata,4
St. Hanshaugen park nord,Dronningens gate,4
St. Hanshaugen park nord,Galgeberg,4
St. Hanshaugen park nord,Dyvekes bru,4
St. Hanshaugen park nord,Salt,4
St. Hanshaugen park nord,Bak Niels Treschows hus soer,4
Marienlyst,Stortingstunellen,4
Marienlyst,Gunerius,4
Marienlyst,Nybrua holdeplass,4
Marienlyst,Elgsletta,4
Marienlyst,Storo Storsenter,4
Marienlyst,Jakob kirke,4
Marienlyst,Norsk Folkemuseum,4
Marienlyst,St. Hanshaugen park soer,4
Marienlyst,Kvaernerbyen,4
Marienlyst,Vippetangen vest,4
Marienlyst,Ullevaalsalléen,4
Marienlyst,Taasenloekka,4
Marienlyst,Volvat,4
Marienlyst,Grünerhagen Nord,4
Marienlyst,Fyrstikktorget,4
Marienlyst,Mailundveien,4
Marienlyst,Forskningsveien,4
Marienlyst,Tordenskiolds gate,4
Marienlyst,Bak Niels Treschows hus soer,4
Arendalsgata,Kvaernerveien,4
Arendalsgata,Hedmarksgata,4
Arendalsgata,Nybrua holdeplass,4
Arendalsgata,Tiedemannsparken,4
Arendalsgata,Norsk Folkemuseum,4
Arendalsgata,Monolittveien,4
Arendalsgata,Fyrstikktorget,4
Arendalsgata,Skippergata,4
Arendalsgata,Tordenskiolds gate,4
Arendalsgata,Meltzers gate,4
Majorstuveien,Bentsebrugata,4
Majorstuveien,Hans Nielsen Hauges plass,4
Majorstuveien,Bjoelsen Studentby,4
Majorstuveien,Kvaernerbyen,4
Majorstuveien,Trondheimsveien,4
Majorstuveien,Ullevaalsalléen,4
Majorstuveien,Torshovparken vest,4
Majorstuveien,Badebakken,4
Majorstuveien,Hallénparken,4
Majorstuveien,Enerhaugen,4
Blindern studentparkering,Stjerneplassen,4
Blindern studentparkering,Oslo Plaza,4
Blindern studentparkering,Botanisk Hage soer,4
Blindern studentparkering,Raadhusgata,4
Blindern studentparkering,Anker Hotel,4
Blindern studentparkering,Finnmarksgata,4
Blindern studentparkering,Taasenloekka,4
Blindern studentparkering,Soervest for Slottsparken,4
Blindern studentparkering,Skippergata,4
Blindern studentparkering,Taasen Senter,4
Blindern studentparkering,Gaustad T-bane,4
Blindern studentparkering,Botanisk hage soer-vest,4
Blindern studentparkering,Jordalgata,4
Blindern studentparkering,Dyvekes bru,4
Blindern studentparkering,oekernveien,4
Hausmanns bru,Klingenberggata,4
Hausmanns bru,Parkveien,4
Hausmanns bru,Kontraskjaeret,4
Hausmanns bru,Bjoelsendumpa,4
Hausmanns bru,Ila,4
Hausmanns bru,Vippetangen oest,4
Hausmanns bru,Ruseloekkgaarden,4
Hausmanns bru,Krebs' gate,4
Hausmanns bru,Kjeld Stubs gate,4
Hausmanns bru,Griffenfeldts gate,4
Hausmanns bru,Oscars gate,4
Hausmanns bru,Frognerveien,4
Hausmanns bru,Bogstadveien,4
Hausmanns bru,Idioten,4
Hausmanns bru,Torshovdalen oest,4
Hausmanns bru,Drammensveien,4
Edvard Storms gate,Blindern T-Bane,4
Edvard Storms gate,Hasle Torg,4
Edvard Storms gate,Lindern,4
Edvard Storms gate,Furulund,4
Edvard Storms gate,Ullevaalsalléen,4
Edvard Storms gate,Arendalsgata,4
Edvard Storms gate,Nydalen,4
Edvard Storms gate,Taasenloekka,4
Edvard Storms gate,Myraloekka oest,4
Edvard Storms gate,Tordenskiolds gate,4
Edvard Storms gate,Sognsveien,4
Edvard Storms gate,Koebenhavngata busstopp,4
Edvard Storms gate,Idioten,4
Edvard Storms gate,Ensjoeveien,4
Edvard Storms gate,Torshovdalen oest,4
Edvard Storms gate,Lodalen busstopp,4
Jernbanetorget,Tiedemannsparken,4
Jernbanetorget,John Colletts plass,4
Jernbanetorget,Tannlegehoeyskolen,4
Jernbanetorget,BI Nydalen,4
Jernbanetorget,Marienlyst,4
Jernbanetorget,Blindern Studenthus,4
Jernbanetorget,oekernveien,4
Jernbanetorget,Colletts gate,4
Jernbanetorget,Ensjoeveien,4
Jernbanetorget,Bak Niels Treschows hus soer,4
Jernbanetorget,Bygdoey allé,4
Tjuvholmen,Tiedemannsparken,4
Tjuvholmen,Lindern,4
Tjuvholmen,Fysikkbygningen,4
Tjuvholmen,Biskop Gunnerus' gate,4
Tjuvholmen,Froeen T-bane,4
Tjuvholmen,Koebenhavngata busstopp,4
Tjuvholmen,Idioten,4
Helga Helgesens plass,Ulven Torg,4
Helga Helgesens plass,John Colletts plass,4
Helga Helgesens plass,Tannlegehoeyskolen,4
Helga Helgesens plass,Taasenloekka,4
Helga Helgesens plass,Idioten,4
Raadhusgata,Hedmarksgata,4
Raadhusgata,St. Hanshaugen park vest,4
Raadhusgata,Bjoelsendumpa,4
Raadhusgata,Finnmarksgata,4
Raadhusgata,Griffenfeldts gate,4
Raadhusgata,Forskningsveien,4
Raadhusgata,Sognsveien,4
Raadhusgata,Riddervoldplass,4
Raadhusgata,Bjoelsen moelle,4
Raadhusgata,Jarlsborgveien,4
Raadhusgata,Skoeyen Stasjon,4
Nydalen,Borgenveien,4
Nydalen,Professor Aschehougs plass,4
Nydalen,Stjerneplassen,4
Nydalen,Universitetsgata,4
Nydalen,Stensgata,4
Nydalen,Soendre gate,4
Nydalen,Sjoesiden ved fontenen,4
Nydalen,Frogner Stadion,4
Nydalen,Trondheimsveien,4
Nydalen,Bjoervika,4
Nydalen,Majorstuveien,4
Nydalen,Torshovparken vest,4
Nydalen,Ensjoe T-bane,4
Nydalen,Boekkerveien,4
Nydalen,Lille Grensen,4
Nydalen,St. Olavs gate,4
Nydalen,Arkaden Soer,4
Nydalen,Dronningens gate,4
Nydalen,Bogstadveien,4
Nydalen,Henrik Wergelands allé,4
Nydalen,Koebenhavngata busstopp,4
Nydalen,Riddervoldplass,4
Hausmanns gate,Hedmarksgata,4
Hausmanns gate,Maritimt Museum,4
Hausmanns gate,Loerenveien,4
Hausmanns gate,Jenny Braatens Plass,4
Hausmanns gate,Myraloekka oest,4
Hausmanns gate,Griffenfeldts gate,4
Hausmanns gate,Pilestredet,4
Hausmanns gate,Skoeyen,4
Hausmanns gate,Henrik Wergelands allé,4
Hausmanns gate,Daelenenggata,4
Karenslyst allé,Landstads gate,4
Karenslyst allé,St. Hanshaugen,4
Karenslyst allé,Jenny Braatens Plass,4
Karenslyst allé,Hausmanns gate,4
Karenslyst allé,Blindern Studenthus,4
Karenslyst allé,Marienlystparken,4
Karenslyst allé,Georg Morgenstiernes hus,4
Sommerfrydhagen,oekern Portal,4
Sommerfrydhagen,Ulven Torg,4
Sommerfrydhagen,Huk 2,4
Sommerfrydhagen,Maritimt Museum,4
Sommerfrydhagen,Arkitekt Rivertz Plass,4
Sommerfrydhagen,Tannlegehoeyskolen,4
Sommerfrydhagen,Fram-gaarden,4
Sommerfrydhagen,Vestkanttorvet,4
Sommerfrydhagen,Krebs' gate,4
Sommerfrydhagen,Huitfeldts gate,4
Sommerfrydhagen,Stockfleths gate,4
Sommerfrydhagen,Ensjoeveien,4
Sommerfrydhagen,Torshovdalen oest,4
Blindern Studenthus,The Hub,4
Blindern Studenthus,Krohgstoetten hospital,4
Blindern Studenthus,Sogn Studentby,4
Blindern Studenthus,Vestre Aker Kirke,4
Blindern Studenthus,Vippetangen oest,4
Blindern Studenthus,Vaalerenga,4
Blindern Studenthus,Anker Hotel,4
Blindern Studenthus,Sofienberggata,4
